20240426;BRV1;0;914;0;0;4570;-4570;0;0;0;0*
20240426;BRV;0;0;0;0;0;0;0;0;0;0*
20240427;BRV1;0;914;0;0;5484;-5484;0;0;0;0*
20240427;BRV;0;0;0;0;0;0;0;0;0;0*
20240428;BRV1;0;914;0;0;6398;-6398;0;0;0;0*
20240428;BRV;0;0;0;0;0;0;0;0;0;0*
20240429;BRV1;0;914;0;0;7312;-7312;0;0;0;0*
20240429;BRV;0;0;0;0;0;0;0;0;0;0*
20240430;BRV1;0;914;0;0;8226;-8226;0;0;0;0*
20240430;BRV;0;0;0;0;0;0;0;0;0;0*
20240501;BRV1;;;0;;;0;0;0;0;0*
20240501;BRV;0;0;0;0;0;0;0;0;0;0*
20240502;BRV1;;;0;0;0;0;0;0;0;0*
20240502;BRV;0;0;0;0;0;0;0;0;0;0*
