20240615;BRV1;0;914;0;0;8936;-8936;0;0;0;0*
20240615;BRV;0;0;0;0;0;0;0;0;0;0*
20240616;BRV1;0;914;0;0;9850;-9850;0;0;0;0*
20240616;BRV;0;0;0;0;0;0;0;0;0;0*
20240617;BRV1;0;914;0;0;10764;-10764;0;0;0;0*
20240617;BRV;0;0;0;0;0;0;0;0;0;0*
20240618;BRV1;0;914;0;0;11678;-11678;0;0;0;0*
20240618;BRV;0;0;0;0;0;0;0;0;0;0*
20240619;BRV1;0;914;0;0;12592;-12592;0;0;0;0*
20240619;BRV;0;0;0;0;0;0;0;0;0;0*
20240620;BRV1;0;914;0;0;13506;-13506;0;0;0;0*
20240620;BRV;0;0;0;0;0;0;0;0;0;0*
20240621;BRV1;0;914;0;0;14420;-14420;0;0;0;0*
20240621;BRV;0;0;0;0;0;0;0;0;0;0*
