20230315;BRV1;0;0;0;0;0;0;0;0;0;0*
20230315;BRV;0;0;0;0;0;0;0;0;0;0*
20230316;BRV1;;;0;0;0;0;0;0;0;0*
20230316;BRV;0;0;0;0;0;0;0;0;0;0*
20230317;BRV1;0;914;0;0;2640;-2640;0;0;0;0*
20230317;BRV;0;0;0;0;0;0;0;0;0;0*
20230318;BRV1;;;0;0;0;0;0;0;0;0*
20230318;BRV;0;0;0;0;0;0;0;0;0;0*
20230319;BRV1;0;914;0;0;3554;-3554;0;0;0;0*
20230319;BRV;0;0;0;0;0;0;0;0;0;0*
20230320;BRV1;0;914;0;0;5382;-5382;0;0;0;0*
20230320;BRV;0;0;0;0;0;0;0;0;0;0*
20230321;BRV1;0;914;0;0;6296;-6296;0;0;0;0*
20230321;BRV;0;0;0;0;0;0;0;0;0;0*
