20240613;BRV1;0;914;0;0;7108;-7108;0;0;0;0*
20240613;BRV;0;0;0;0;0;0;0;0;0;0*
20240614;BRV1;0;914;0;0;8022;-8022;0;0;0;0*
20240614;BRV;0;0;0;0;0;0;0;0;0;0*
20240615;BRV1;0;914;0;0;8936;-8936;0;0;0;0*
20240615;BRV;0;0;0;0;0;0;0;0;0;0*
20240616;BRV1;0;914;0;0;9850;-9850;0;0;0;0*
20240616;BRV;0;0;0;0;0;0;0;0;0;0*
20240617;BRV1;0;914;0;0;10764;-10764;0;0;0;0*
20240617;BRV;0;0;0;0;0;0;0;0;0;0*
20240618;BRV1;0;914;0;0;11678;-11678;0;0;0;0*
20240618;BRV;0;0;0;0;0;0;0;0;0;0*
20240619;BRV1;0;914;0;0;12592;-12592;0;0;0;0*
20240619;BRV;0;0;0;0;0;0;0;0;0;0*
