20240216;BRV1;0;0;0;0;0;0;0;0;0;0*
20240216;BRV;0;0;0;0;0;0;0;0;0;0*
20240217;BRV1;;;0;0;0;0;0;0;0;0*
20240217;BRV;0;0;0;0;0;0;0;0;0;0*
20240218;BRV1;0;914;0;0;2640;-2640;0;0;0;0*
20240218;BRV;0;0;0;0;0;0;0;0;0;0*
20240219;BRV1;0;914;0;0;3554;-3554;0;0;0;0*
20240219;BRV;0;0;0;0;0;0;0;0;0;0*
20240220;BRV1;0;914;0;0;4468;-4468;0;0;0;0*
20240220;BRV;0;0;0;0;0;0;0;0;0;0*
20240221;BRV1;0;914;0;0;5382;-5382;0;0;0;0*
20240221;BRV;0;0;0;0;0;0;0;0;0;0*
20240222;BRV1;0;914;0;0;6296;-6296;0;0;0;0*
20240222;BRV;0;0;0;0;0;0;0;0;0;0*
