20230423;BRV1;0;0;0;0;0;0;0;0;0;0*
20230423;BRV;0;0;0;0;0;0;0;0;0;0*
20230424;BRV1;0;812;0;0;1624;-1624;0;0;0;0*
20230424;BRV;0;0;0;0;0;0;0;0;0;0*
20230425;BRV1;0;914;0;0;2640;-2640;0;0;0;0*
20230425;BRV;0;0;0;0;0;0;0;0;0;0*
20230426;BRV1;0;914;0;0;914;-914;0;0;0;0*
20230426;BRV;0;0;0;0;0;0;0;0;0;0*
20230427;BRV1;0;914;0;0;4468;-4468;0;0;0;0*
20230427;BRV;0;0;0;0;0;0;0;0;0;0*
20230428;BRV1;0;914;0;0;5382;-5382;0;0;0;0*
20230428;BRV;0;0;0;0;0;0;0;0;0;0*
20230429;BRV1;0;914;0;0;6296;-6296;0;0;0;0*
20230429;BRV;0;0;0;0;0;0;0;0;0;0*
