20231027;BRV1;0;914.004;0;0;3554.46;-3554.46;0;0;0;0*
20231027;BRV;0;0;0;0;0;0;0;0;0;0*
20231028;BRV1;;;0;0;0;0;0;0;0;0*
20231028;BRV;0;0;0;0;0;0;0;0;0;0*
20231029;BRV1;;;0;0;0;0;0;0;0;0*
20231029;BRV;0;0;0;0;0;0;0;0;0;0*
20231030;BRV1;0;914;0;0;6296;-6296;0;0;0;0*
20231030;BRV;0;0;0;0;0;0;0;0;0;0*
20231031;BRV1;0;914;0;0;7210;-7210;0;0;0;0*
20231031;BRV;0;0;0;0;0;0;0;0;0;0*
20231101;BRV1;;;0;;;0;0;0;0;0*
20231101;BRV;0;0;0;0;0;0;0;0;0;0*
20231102;BRV1;;;0;0;0;0;0;0;0;0*
20231102;BRV;0;0;0;0;0;0;0;0;0;0*
