20230924;BRV1;0;914;0;0;2640;-2640;0;0;0;0*
20230924;BRV;0;0;0;0;0;0;0;0;0;0*
20230925;BRV1;0;914;0;0;914;-914;0;0;0;0*
20230925;BRV;0;0;0;0;0;0;0;0;0;0*
20230926;BRV1;0;914;0;0;4468;-4468;0;0;0;0*
20230926;BRV;0;0;0;0;0;0;0;0;0;0*
20230927;BRV1;0;914;0;0;5382;-5382;0;0;0;0*
20230927;BRV;0;0;0;0;0;0;0;0;0;0*
20230928;BRV1;0;914;0;0;6296;-6296;0;0;0;0*
20230928;BRV;0;0;0;0;0;0;0;0;0;0*
20230929;BRV1;0;914;0;0;7210;-7210;0;0;0;0*
20230929;BRV;0;0;0;0;0;0;0;0;0;0*
20230930;BRV1;;;0;0;0;0;0;0;0;0*
20230930;BRV;0;0;0;0;0;0;0;0;0;0*
