20240607;BRV1;0;812;0;0;1624;-1624;0;0;0;0*
20240607;BRV;0;0;0;0;0;0;0;0;0;0*
20240608;BRV1;0;812;0;0;2436;-2436;0;0;0;0*
20240608;BRV;0;0;0;0;0;0;0;0;0;0*
20240609;BRV1;0;914;0;0;3452;-3452;0;0;0;0*
20240609;BRV;0;0;0;0;0;0;0;0;0;0*
20240610;BRV1;0;914;0;0;4366;-4366;0;0;0;0*
20240610;BRV;0;0;0;0;0;0;0;0;0;0*
20240611;BRV1;0;914;0;0;5280;-5280;0;0;0;0*
20240611;BRV;0;0;0;0;0;0;0;0;0;0*
20240612;BRV1;0;914;0;0;6194;-6194;0;0;0;0*
20240612;BRV;0;0;0;0;0;0;0;0;0;0*
20240613;BRV1;0;914;0;0;7108;-7108;0;0;0;0*
20240613;BRV;0;0;0;0;0;0;0;0;0;0*
