20240627;BRV1;0;914;0;0;19904;-19904;0;0;0;0*
20240627;BRV;0;0;0;0;0;0;0;0;0;0*
20240628;BRV1;0;914;0;0;20818;-20818;0;0;0;0*
20240628;BRV;0;0;0;0;0;0;0;0;0;0*
20240629;BRV1;;;0;0;0;0;0;0;0;0*
20240629;BRV;0;0;0;0;0;0;0;0;0;0*
20240630;BRV1;0;914;0;0;21732;-21732;0;0;0;0*
20240630;BRV;0;0;0;0;0;0;0;0;0;0*
20240701;BRV1;;;0;;;0;0;0;0;0*
20240701;BRV;0;0;0;0;0;0;0;0;0;0*
20240702;BRV1;;;0;0;0;0;0;0;0;0*
20240702;BRV;0;0;0;0;0;0;0;0;0;0*
20240703;BRV1;;;0;0;0;0;0;0;0;0*
20240703;BRV;0;0;0;0;0;0;0;0;0;0*
